"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"867965982026850304","","","2017-05-26 04:49:50 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[司改會訊息]警政署不敢面對的績效真相 https://t.co/wd0Y4hjENr","","","","http://ift.tt/2s1C8ON"
"867957774302367745","","","2017-05-26 04:17:13 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[親子共學訊息]童年在哪裡？ https://t.co/kYNNl0P7YO","","","","http://ift.tt/2r36UcY"
"867944019569102849","","","2017-05-26 03:22:34 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[慈林基金會]慈林講座：《電視低能我們損失什麼？日本電視也是從低能開始》新書分享講座，邀請旅日作家陳弘美主講「邁向無色的公民社會，強化我們的第四權－電視不能再被塗鴉」，歡迎免費參加！ https://t.co/2UTF9zxNUY","","","","http://ift.tt/2r39boy"
"867940197249503233","","","2017-05-26 03:07:23 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[主婦聯盟訊息]當農民的無奈碰上市民的恐懼─日本生產者與消費者如何對食物輻射污染達成共識 https://t.co/oo9yBqhQG3","","","","http://ift.tt/2qUU0gR"
"867934678749204485","","","2017-05-26 02:45:27 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[蠻野心足訊息]「開發行為環境影響評估作業準則」修正草案第二次公聽會 發言稿 https://t.co/LU1x5jDFI5","","","","http://ift.tt/2rW8NGn"
"867933552163401729","","","2017-05-26 02:40:58 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[環資訊息]談缺電前先搞清楚，台灣的電都用到哪去了？ https://t.co/RYrIuWxMbN","","","","http://ift.tt/2s1m3sp"
"867930656545792001","","","2017-05-26 02:29:28 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[民主書院訊息]宣達團訪洛桑國際奧會 訴求中華台北正名「台灣隊」 https://t.co/dJsdPU5rHI #China #中國人權","","","","http://ift.tt/2qUJypl"
"867930650766184449","","","2017-05-26 02:29:27 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[民主書院訊息]香港廉署拘捕21名涉“港珠澳大橋”造假嫌疑人 https://t.co/XPbwxwIqO8 #China #中國人權","","","","http://ift.tt/2qUQJhx"
"867930653039439872","","","2017-05-26 02:29:27 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[民主書院訊息]穆迪投資者服務公司下調中國的主權信用評級 https://t.co/aRNKT9PvRS #China #中國人權","","","","http://ift.tt/2qptmcj"
"867930648207667201","","","2017-05-26 02:29:26 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[民主書院訊息]民間“中國人權觀察”秘書長徐秦在南京遭羈押 https://t.co/94TIT9epjx #China #中國人權","","","","http://ift.tt/2qpqso6"
"867927097024630795","","","2017-05-26 02:15:19 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[環資訊息]聯合國：全球野生動物的未來 命懸永續旅遊 https://t.co/PXVmTkTnQU","","","","http://ift.tt/2rmKpk4"
"867925786166042624","","","2017-05-26 02:10:07 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[環資訊息]喀爾巴阡山古森林遭盜伐 世界遺產組織示警 https://t.co/1yf3GDou0v","","","","http://ift.tt/2rFi5Jv"
"867771811777445888","","","2017-05-25 15:58:17 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[伴侶盟訊息]婚姻平權釋憲 聲請人祁家威及伴侶盟聯合聲明 （中英文版） https://t.co/OpbuYqL8CW","","","","http://ift.tt/2rlyALl"
"867763475807821825","","","2017-05-25 15:25:09 +0000","<a href=""http://justcoz.org"" rel=""nofollow"">justcoz</a>","Show your support for @NGOnewsTW. Click the link to donate a tweet a day. https://t.co/YVLPpN1bZG ☞https://t.co/2CohkiBcXo","","","","http://mo.nu/r/NGOnewsTW/4408/1?uid=4Fcq,http://justcoz.org"
"867718418304294912","","","2017-05-25 12:26:07 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[同志熱線訊息]20170707（五）106年北部HIV篩檢前後諮詢訓練 https://t.co/jFqn9nVyS4","","","","http://ift.tt/2qZAnm6"
"867680471043461120","","","2017-05-25 09:55:19 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[環資訊息]政府夏季節電大作戰 民團：有進步，但起步慢 https://t.co/eHNUuA52t6","","","","http://ift.tt/2rCBnPZ"
"867663656720375808","","","2017-05-25 08:48:30 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[台權會訊息]【投書】在748後，婚姻制度會變得如何？（周宇修） https://t.co/A0F0ijOHl6","","","","http://ift.tt/2qeO8jJ"
"867660080174559232","","","2017-05-25 08:34:18 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[人本訊息]人本教育基金會 參與「10大教育團體大串聯，汰除不適任教師為頭號任務」記者會 發言稿 https://t.co/dZfoR8S5J5","","","","http://ift.tt/2qiB9JO"
"867647488920047616","","","2017-05-25 07:44:16 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[司改會訊息]小筆記：「總統府司法改革國是會議」第五分組第六次會議 https://t.co/GWSTNS6rbF","","","","http://ift.tt/2rXaIcX"
"867632900052852740","","","2017-05-25 06:46:17 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[台灣基地]同婚釋憲贏了　台灣基地協會：喜憂參半 https://t.co/wODaFnSWh8 #LGBITaiwan","","","","http://ift.tt/2qYVuXG"
"867630366739365888","","","2017-05-25 06:36:13 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[公督盟訊息]【公督盟】國民黨團杯葛 勿再「殭屍」化！ https://t.co/HqzBzd3Urb","","","","http://ift.tt/2rXfhUP"
"867629131827212288","","","2017-05-25 06:31:19 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","[台灣基地]【05/27 小給力聚會-母親節剛過之聽媽媽的話？】 https://t.co/c4xvkP1z6Y #LGBITaiwan","","","","http://ift.tt/2qRDUV0"
